RID,important,worry,personal,future,segment
68938660-755d-db0c-a1af-69e58fe67746,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689387e3-b79f-0071-7b0d-1e75743e4275,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894f7a2-9653-cae0-3c5e-538f7d1c990f,Not too important,Not very worried,Not at all,Not at all,Dismissive
6894f7a3-97ec-6fab-7537-01e542c429cb,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6894f7c8-8ffa-a40a-c8b3-fc036377efad,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894f7dc-eeb2-4eee-04aa-ccd2d079f362,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894f80d-48f3-3642-398a-d4e46fcbcd85,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6894f81f-b0aa-d3ee-aa14-25519223215e,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894f820-9824-da26-7ab7-df2437599b5b,Not too important,Not very worried,Not at all,Only a little,Doubtful
6894f831-b4c5-5fc6-8e1f-d117cbb75412,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894f835-e60e-fc04-9df8-be3c279a493b,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6894f840-ae97-99df-ae50-7a1fb45a24fe,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6894f860-81d4-4671-7443-6b97cd5857f9,Very important,Very worried,A moderate amount,A great deal,Alarmed
6894f873-c6d0-14c2-17b3-e5b35b724f53,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894f874-1af5-0efd-d96c-7abc05608248,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6894f88b-cfab-2571-4691-e967222766b1,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894f8cd-2345-e3c2-1b2f-2723d93342ff,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894f8de-cd78-18f3-2f60-2ef50998c166,Not too important,Not very worried,Not at all,Only a little,Doubtful
6894f8f9-2743-5d83-f359-2234f34d2942,Not at all important,Not at all worried,Not at all,A moderate amount,Doubtful
6894f918-7e8f-bce9-446f-9309e77532a8,Very important,Very worried,A great deal,A great deal,Alarmed
6894f91b-1aa7-a50a-9097-e7ebf1d9647d,Extremely important,Very worried,Only a little,A great deal,Alarmed
6894f929-02a8-76fa-e05d-711aec8db486,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6894f92d-916a-8e52-9829-2fc1b5a57122,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894f930-996f-843a-8d28-3764867e29e2,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894f935-86c7-2599-37a1-89e5a048074f,Not too important,Not very worried,Don't know,Only a little,Doubtful
6894f943-b417-2d0c-1fb0-1ed3343ecf79,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6894f945-c1f6-73e2-00f7-aae4ada9b115,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894f979-dbaf-fd08-d384-61296fd89173,Very important,Very worried,A great deal,A great deal,Alarmed
6894f980-4c63-5cb2-6363-65e0a09eb91f,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894f9b1-e3af-92b1-b989-b08c589b34b5,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894f9c3-18b2-ef39-ec09-875ca71d156e,Somewhat important,Somewhat worried,Not at all,A moderate amount,Cautious
6894f9cd-a888-f5fd-29d4-2ea58180a74c,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894f9d8-e18e-f00a-296d-27057d4d4efa,Not too important,Not very worried,Not at all,Not at all,Dismissive
6894f9e6-7f2f-da0d-99fb-fec8aac7de0d,Not too important,Not very worried,Not at all,Only a little,Doubtful
6894f9fb-5ab6-ca44-7da4-beb0ddc7a94e,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fa1e-cd89-0a49-ae08-00a324bf4c7a,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6894fa2a-0269-0ab2-b40b-3081a41f943e,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894fa2d-857b-eecd-0db1-c922da47a632,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fa32-d0b6-324d-900e-eb94b5e365af,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6894fa39-7437-c309-f7b3-1fe9025d3d69,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fa3d-9965-8184-0859-1567ac376982,Very important,Very worried,A great deal,A great deal,Alarmed
6894fa4d-f430-7546-cf65-574828a6dfc9,Not too important,Somewhat worried,Only a little,A moderate amount,Cautious
6894fa90-1f0e-6b7a-1f56-955f44df77e1,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fa96-3b43-9aa8-b08c-494d1b3b2b52,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6894faa8-4e09-da94-6114-61e1b357b82b,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fb0c-00c8-714a-2afa-b66981f22349,Very important,Very worried,A moderate amount,A great deal,Alarmed
6894fb1c-7d7e-e80f-785e-adb1adee0f48,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6894fb33-36e0-4bfe-3c4e-8d5442f272db,Very important,Very worried,Only a little,A great deal,Alarmed
6894fbaa-7f87-9761-c74e-f92145931bc5,Not at all important,Not at all worried,Don't know,Not at all,Dismissive
6894fbb1-d1c7-0ac8-68eb-8583aa3c48af,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6894fbb5-d2b3-4726-f1b3-4d4d4f69cee1,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fbd9-2f2b-dca1-277c-dcc2fce0e770,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fbf7-51a5-c1de-500e-d74da403a690,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fbfc-d291-0685-5b0d-0a0ac6485d0f,Not too important,Not very worried,Don't know,Not at all,Doubtful
6894fc05-f5b0-9302-0a0a-1e1e09fbe056,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894fc0c-b62b-6108-36db-35edd9823223,Not too important,Not very worried,Only a little,Only a little,Doubtful
6894fc21-b2aa-ca47-e4dd-e0ca59d43827,Somewhat important,Somewhat worried,A moderate amount,Don't know,Concerned
6894fc23-8335-6c6a-9921-57e57281de88,Very important,Very worried,A moderate amount,A great deal,Alarmed
6894fc28-3e04-30d5-c63b-966b89bab9a2,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fc2d-843a-468f-b5e1-8e36f4a5c6ba,Very important,Very worried,A great deal,A great deal,Alarmed
6894fc2f-1e7d-376b-bf32-f220add848be,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fc3a-e68b-edbe-a752-2cec3b75d6de,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fc5a-353b-75f2-4ee3-993e9f26c77f,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894fc65-534b-9c7f-cff0-ed8773fd81e6,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fc68-98f9-ea73-9173-f4dd55837a9d,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6894fc68-c745-d044-f023-67eebbbeb662,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fc77-e3ec-8d55-f4f4-36ec25d75e7d,Not too important,Not very worried,Don't know,Not at all,Doubtful
6894fc7d-5f76-ce42-a0b3-7d6bc2df956a,Somewhat important,Somewhat worried,Don't know,A great deal,Concerned
6894fc87-21af-10dd-c46d-0169dec21eb6,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fc97-015b-76a2-ac3c-1d8ecbfb817d,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fc99-760e-8f8f-9cab-77470de3b509,Very important,Very worried,A moderate amount,A great deal,Alarmed
6894fc9a-aecc-b941-4016-222d92ee6aa2,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6894fca1-e5f4-cb30-1fc2-8dbd457523ab,Not too important,Not very worried,Don't know,A moderate amount,Cautious
6894fca4-4287-d164-bf50-28c2f516f951,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fca4-b25e-b012-c5c8-5b0a98906fa6,Not too important,Not very worried,Only a little,Only a little,Doubtful
6894fcac-b339-fcb7-659b-be3a80526ad9,Somewhat important,Not very worried,Don't know,Don't know,Disengaged
6894fcad-30cb-21dd-13a9-5e9239f85746,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894fcb3-b371-bce7-3770-d1e95ecda385,Very important,Somewhat worried,Only a little,A great deal,Concerned
6894fcc0-8bee-52e7-cec3-4a93f72446c7,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fcc3-88e9-e28f-0e5a-1452277312c4,Very important,Somewhat worried,Only a little,A great deal,Concerned
6894fcc5-7c11-cc14-4231-afe13b28c600,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fcc8-a682-7f60-1e53-96c072684222,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fcce-3dbc-3f8e-1de6-b74014b04b19,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fcd9-f2df-be2f-925b-3e4615030f03,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6894fcdb-214b-b624-b27b-4dd15905cdf2,Somewhat important,Somewhat worried,Don't know,A moderate amount,Concerned
6894fce2-782b-bd42-e24c-6d6a1c881a73,Somewhat important,Somewhat worried,Not at all,A great deal,Concerned
6894fcea-9467-26dd-7800-43a0785a1c1e,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fcef-0f7c-51a5-527d-841ef1396326,Extremely important,Very worried,Not at all,A great deal,Alarmed
6894fcfa-1ed4-a268-7c00-0018d2361fa4,Very important,Very worried,A moderate amount,A great deal,Alarmed
6894fd0e-5fb2-33af-4acc-d602be73843e,Very important,Very worried,A great deal,A great deal,Alarmed
6894fd10-b7a1-0586-7c5b-bc10c3e13cd5,Very important,Very worried,A great deal,A great deal,Alarmed
6894fd1a-0c0b-a4a1-f60e-78a0545498aa,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fd1d-e375-6cb7-f996-954402c809c3,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6894fd25-67f1-ad6b-06b6-7b082ac37d35,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fd35-07ef-8a7e-c2f0-653ccaa91985,Very important,Somewhat worried,Only a little,Only a little,Cautious
6894fd3a-b513-7663-52ff-f437e8e039db,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fd3e-485c-40a6-2824-9a2e0b38c460,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6894fd46-e3dc-5f37-253f-18dbdacc27ed,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fd5b-d05a-6d60-8efa-7c9085ca48f2,Somewhat important,Not at all worried,Don't know,A great deal,Concerned
6894fd62-fb57-372d-125c-376d0987493a,Very important,Somewhat worried,Only a little,A great deal,Concerned
6894fd63-5b01-3559-a164-1461e4756640,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fd65-8347-ea57-ff6f-1b42ed45e1c8,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fd67-b0b0-c14f-f526-08dbe2adf678,Extremely important,Not very worried,A moderate amount,Only a little,Doubtful
6894fd68-9c54-ba7b-4963-657e5c74926d,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6894fd6d-6d71-cdf3-2641-30d0ee8dc0b6,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6894fd71-722b-7650-6ea8-96cf639b25ac,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fd88-312c-ef4a-276b-918387cc0704,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fd8b-7ddc-42d9-1744-dd9e6f01db5c,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6894fd8f-4b5b-0e35-620c-871c9d97a4ff,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6894fd93-77df-151b-4092-21fb0f0a83fc,Somewhat important,Not very worried,A great deal,A great deal,Cautious
6894fda5-ec90-db22-5315-607a1903521f,Very important,Very worried,Only a little,A great deal,Alarmed
6894fdac-47f0-8973-e616-cdc10509bbfa,Very important,Very worried,A great deal,A moderate amount,Alarmed
6894fdaf-af10-c08c-9929-50aafd155975,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fdb6-6d31-12aa-583c-810405829a68,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fdd1-2735-5623-1f34-cc2d740d8773,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fdd3-e913-94b2-9d1f-67aaa4485d33,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fdf8-e99d-ad02-a2d1-2ef5b55f89b8,Extremely important,Somewhat worried,Only a little,A great deal,Alarmed
6894fe00-8ec6-08a2-993c-b8c55aa8be0d,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6894fe0e-8db4-c399-46a2-f340fe866b49,Somewhat important,Not at all worried,Not at all,A great deal,Cautious
6894fe13-7bdc-cb0a-b03c-099889815e18,Very important,Very worried,Only a little,A great deal,Alarmed
6894fe18-94a9-0511-b36d-af3abab7adfe,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fe1c-28e3-5455-3bd7-ad4badb3a4cf,Somewhat important,Somewhat worried,Don't know,A moderate amount,Concerned
6894fe1c-2dda-5440-ba41-0c84b258faeb,Very important,Very worried,Only a little,A great deal,Alarmed
6894fe1f-b347-7de9-f547-b6d6cc0aefb4,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6894fe24-fa89-5346-b63d-3f517084ff81,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fe2c-8d10-a6c9-bb71-36ae3ac475a7,Not too important,Not at all worried,Only a little,A moderate amount,Cautious
6894fe3f-02e0-14a6-397d-ff383c83f755,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fe42-9776-432a-33c1-a88ddaea1d36,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6894fe44-e6d0-e62b-aca6-0526dbb0e8ea,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6894fe4b-cff5-bf13-90f4-001420992e5a,Not too important,Not at all worried,Not at all,Only a little,Doubtful
6894fe5c-ec2c-0d9d-7369-b0fd9611b0c3,Extremely important,Very worried,Only a little,A great deal,Alarmed
6894fe62-b31c-4e39-8aed-e75b2970ce63,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6894fe66-1325-ca8c-9cfc-05d7f6c64f84,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6894fe79-a348-e457-2e7b-5afe88e0df42,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fe7a-4779-5a2b-50c8-5285e642add6,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6894fe7e-c460-aede-3dec-0025d73520d2,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fe87-3eb6-d7d5-a787-3497c1b8fb8e,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fe94-00f1-79c0-1f00-c6113800f974,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6894fe94-11cb-3ebf-662c-00cb5e129efb,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6894fe94-13d8-7562-ed98-be317a9982cc,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fea0-47bc-bbf2-b7a2-52891e9cac06,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fea2-73ca-f6a9-0383-7ed79dd5dcad,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6894fea3-4967-7a80-1ead-f302784d3138,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6894feaa-7064-40f1-a3f1-eea854a34c23,Not too important,Not at all worried,Not at all,Not at all,Dismissive
6894fead-3449-2f21-7989-de5e08a4489a,Very important,Very worried,A great deal,A great deal,Alarmed
6894febc-61e5-3aa9-d1a7-2713d5fdec4f,Very important,Very worried,A great deal,A great deal,Alarmed
6894fec8-3316-f3d0-4002-0809b601cf76,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fecd-65fb-e54b-ca08-f42e14ddee2e,Not too important,Not very worried,Only a little,Only a little,Doubtful
6894fecf-4231-ee63-85fd-4bf54707e8e3,Somewhat important,Somewhat worried,Not at all,A moderate amount,Cautious
6894fed0-0d0e-b878-8e25-028f7596d2f0,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fed0-acf5-4811-16f3-d4ef0a3a79ba,Extremely important,Very worried,A great deal,A great deal,Alarmed
6894fed8-de9f-a355-d996-58a9f95fb205,Somewhat important,Somewhat worried,Not at all,Not at all,Cautious
6894fed9-30a3-ce16-a92f-6646660bd599,Not too important,Not very worried,Only a little,Only a little,Doubtful
6894fed9-e73f-8571-33da-a271228e5fd0,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6894feda-6c4c-4e88-bbc5-431b6763ba2e,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6894fee8-b198-5b7b-4541-784871912983,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6894fee8-f797-d873-0714-aacaecaeb024,Extremely important,Very worried,A great deal,A moderate amount,Alarmed
6894feea-91a4-e15e-1021-544b92329d28,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
